_id,Date,Line,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Vehicle
686,2026-01-27,FW,17:44,Tuesday,TOBERMORY STOP,EXDO,0,0,W,6516
687,2026-01-27,FW,17:54,Tuesday,MARTIN GROVE STOP,TXOS,5,12,W,6511
688,2026-01-27,FW,18:07,Tuesday,TOBERMORY STOP,MXD,0,0,E,6514
689,2026-01-28,FW,04:08,Wednesday,NORFINCH OAKDALE STOP,PXSW,0,0,E,0
690,2026-01-28,FW,06:39,Wednesday,HUMBER COLLEGE STOP,TXO,10,20,E,6504
691,2026-01-28,FW,07:45,Wednesday,FINCH WEST FWLRT STATI,EXAC,10,20,W,6504
692,2026-01-28,FW,11:20,Wednesday,FINCH WEST FWLRT STATI,SXAP,11,13,E,6514
693,2026-01-28,FW,13:15,Wednesday,FINCH WEST FWLRT STATI,EXO,5,15,W,6505
694,2026-01-28,FW,15:47,Wednesday,HUMBER COLLEGE STOP,EXATC,10,20,E,6512
695,2026-01-28,FW,16:10,Wednesday,JANE FWLRT STOP,EXAC,7,14,W,6515
696,2026-01-28,FW,16:23,Wednesday,HUMBER COLLEGE STOP,EXAC,7,14,E,6503
697,2026-01-28,FW,17:04,Wednesday,HUMBER COLLEGE STOP,EXO,7,14,E,6511
698,2026-01-28,FW,18:42,Wednesday,FINCH WEST FWLRT STATI,SXUEG,10,20,E,6516
699,2026-01-28,FW,18:53,Wednesday,SIGNET ARROW STOP,EXO,0,0,E,6517
700,2026-01-29,FW,07:33,Thursday,FINCH WEST STATION,EXAC,4,11,W,6503
701,2026-01-29,FW,08:29,Thursday,FINCH WEST FWLRT STATI,MXO,4,11,W,6506
702,2026-01-29,FW,09:17,Thursday,MARTIN GROVE TO HUMBER,PXATC,0,0,W,6506
703,2026-01-29,FW,10:26,Thursday,FINCH WEST FWLRT STATI,EXAC,5,15,W,6504
704,2026-01-29,FW,11:34,Thursday,HUMBER COLLEGE STOP,EXDO,10,20,E,6516
705,2026-01-29,FW,12:35,Thursday,FINCH WEST FWLRT STATI,EXDO,10,10,W,6516
706,2026-01-29,FW,14:58,Thursday,DRIFTWOOD STOP,EXO,0,0,W,6501
707,2026-01-29,FW,15:20,Thursday,HUMBER COLLEGE STOP,EXAC,6,12,E,6516
708,2026-01-29,FW,19:20,Thursday,FINCH MSF LRT YARD,MXIE,0,0,None,6508
709,2026-01-30,FW,05:44,Friday,WESTMORE STOP,PXSW,10,20,W,6507
710,2026-01-30,FW,06:09,Friday,HUMBER COLLEGE STOP,PXSW,10,20,W,6516
711,2026-01-30,FW,06:32,Friday,MOUNT OLIVE STOP,EXDO,5,15,E,6516
712,2026-01-30,FW,08:16,Friday,FINCH WEST FWLRT STATI,EXDO,7,14,W,6503
713,2026-01-30,FW,08:42,Friday,FINCH WEST FWLRT STATI,EXCE,7,14,W,6517
714,2026-01-30,FW,12:50,Friday,FINCH WEST FWLRT STATI,EXAC,3,9,W,6512
715,2026-01-30,FW,14:33,Friday,HUNBER COLLEGE (LEAVIN,EXBK,82,87,E,6506
716,2026-01-30,FW,15:38,Friday,JANE FWLRT STOP,EXNEA,5,10,E,0
717,2026-01-30,FW,18:52,Friday,DRIFTWOOD STOP,EXDO,6,12,W,6517
718,2026-01-30,FW,19:55,Friday,FINCH WEST FWLRT STATI,EXAC,10,16,W,6511
719,2026-01-30,FW,20:02,Friday,FINCH WEST FWLRT STATI,EXBO,6,12,None,6511
720,2026-01-30,FW,20:31,Friday,TOBERMORY STOP,EXO,0,0,W,6508
721,2026-01-30,FW,22:17,Friday,ROWNTREE MILLS STOP,EXBK,49,0,W,6506
722,2026-01-31,FW,08:46,Saturday,FINCH WEST STATION,EXAC,12,24,E,6509
723,2026-01-31,FW,09:25,Saturday,HUMBER COLLEGE STOP,EXO,10,20,E,6511
724,2026-01-31,FW,12:40,Saturday,ROWNTREE MILLS STOP,EXO,4,12,E,6511
725,2026-01-31,FW,13:31,Saturday,MARTIN GROVE STOP,TXO,9,18,E,6512
726,2026-01-31,FW,14:12,Saturday,FINCH WEST FWLRT STATI,EXO,3,12,E,6511
727,2026-01-31,FW,14:35,Saturday,SENTINEL STOP,EXO,9,18,W,6511
728,2026-01-31,FW,15:54,Saturday,MOUNT OLIVE STOP,EXO,3,12,E,6501
729,2026-01-31,FW,16:52,Saturday,HUMBER COLLEGE STOP,TXOVS,0,0,W,6512
730,2026-01-31,FW,16:57,Saturday,HUMBER COLLEGE STOP,EXTR,4,13,E,6512
731,2026-01-31,FW,17:14,Saturday,SIGNET ARROW STOP,MXO,3,12,E,6517
732,2026-01-31,FW,17:20,Saturday,HUMBER COLLEGE STOP,EXDO,0,0,E,6516
733,2026-01-31,FW,17:50,Saturday,FINCH WEST FWLRT STATI,EXHV,6,15,W,6512
734,2026-01-31,FW,18:05,Saturday,STEVENSON STOP,MXD,0,0,E,6515
735,2026-01-31,FW,18:59,Saturday,MARTIN GROVE STOP,TXO,9,18,W,6512
736,2026-01-31,FW,21:57,Saturday,EMERY STOP,EXBK,30,42,W,6513
